entrez,pval,fc
27340,1.42438239733656e-76,1.52898837317179
3840,2.43848373564318e-76,1.02007006264932
98591,2.4554325836813e-76,1.55511963153532
4921,2.61962072466564e-76,1.0495989415919
55719,2.82226360393981e-76,1.17534148156248
23355,4.46824947006315e-76,1.36397062010632
283078,4.73192723273922e-76,1.23256923359333
11196,5.69451741594707e-76,1.11959272930773
11278,6.31111023498163e-76,1.83035453743442
8351,7.0166675492557e-76,-1.11083666534293
8368,1.04995640336675e-75,-1.23120438289421
55206,1.36935199425372e-75,1.18761929470681
57181,3.50360736908293e-75,1.41905802086403
55773,4.00174922312934e-75,1.42169950338822
26043,6.70417434769584e-75,1.17676830673343
80830,6.8301951615512e-75,1.02499942349914
3018,8.11625380272597e-75,-1.02669395288835
57708,1.11534844072387e-74,1.22886832295649
57590,1.3445169867806e-74,1.21472621573471
55669,1.5405925382081201e-74,1.29076597764305
9655,2.51035489544781e-74,1.17514936970198
54529,3.1232057619534106e-74,1.29891247559257
23091,3.62882183210262e-74,1.56748838318693
9406,4.29566496243506e-74,1.40153267313393
4154,4.45707829277152e-74,1.01156528354076
57728,4.71674481316824e-74,1.37887968899249
139818,4.9200489399647104e-74,1.76037428530869
80097,6.233472575319141e-74,-1.18672333544212
4686,9.79398549218651e-74,1.18551314843929
8030,1.14116943308169e-73,1.10633007116444
23019,1.67962481613328e-73,1.16288183590161
9991,2.09043760236434e-73,1.18628225991667
7046,3.13115092624587e-73,1.22669525088444
51592,4.30976927067185e-73,1.38044233308826
100001,5.717173714163081e-73,1.0804168346803
93663,7.444315251713721e-73,1.3938463856913
10154,8.237721056017511e-73,1.82611650322266
2776,9.190005772473112e-73,1.34048327767266
81688,9.463068111438561e-73,1.02111956839596
54874,1.22376812051829e-72,1.45964600085163
10746,1.26425029869036e-72,1.28724603055874
27107,1.38103568221015e-72,1.43491383320106
643314,1.42482758127626e-72,1.16033122850454
3998,3.20167470344579e-72,1.19440349817355
54462,3.69719934818257e-72,1.36687028794463
3344,3.88221291930716e-72,1.54634478938621
26054,4.44041962674838e-72,1.24410503050166
23390,5.04132779988746e-72,1.46730818218658
8323,5.39546168289406e-72,1.24302305605268
166929,7.08695274877992e-72,1.39364068816
3009,7.10350750061552e-72,-1.15347496297709
10210,1.79791828087742e-71,1.26620801429094
9689,1.92359161539562e-71,1.16799871470111
6049,2.37207436869572e-71,1.57974544122117
9107,2.63807990391499e-71,1.32110038162289
54664,2.77992207031639e-71,1.29149776174048
374354,2.77992207031639e-71,1.58191345935146
57223,2.94451537583399e-71,1.17924742121624
1738,3.88633846243383e-71,1.29109578844292
10241,4.18057358216568e-71,1.05872908205656
5352,5.72690807823213e-71,1.00550930174968
8731,9.69517799943632e-71,1.47462285762262
54537,1.0506151198372499e-70,1.61927311371154
8540,1.21080805151154e-70,1.10725018031402
9320,1.3586825000474e-70,1.2016611231556
3091,1.3586825000474e-70,1.75707181762641
11103,1.49068258870804e-70,1.58269463322156
55103,1.49789811614058e-70,1.20140318029576
3008,1.68103745435155e-70,-1.12738536903852
8358,2.04978505238058e-70,-1.16461574064705
28977,2.21114807920254e-70,1.0677720655551
79657,3.33044455841071e-70,1.92715261169848
9646,3.70634376276895e-70,1.19005272575397
5937,5.22978852989578e-70,1.01541537951965
